name,TSID,throw_in_leg,turn_in_leg,dart_in_turn,ind,pbt,points_before_turn,points,segment_hit,triple,wonprevious,is_throw2,is_throw3
James Richardson,109,2,1,2,t2pt,441,501,60,T20,1,1,1,0
James Richardson,109,3,1,3,t3pt,381,501,20,20,0,1,0,1
James Richardson,109,4,2,1,t1pt,361,361,60,T20,1,1,0,0
James Richardson,109,5,2,2,t2pt,301,361,1,1,0,1,1,0
James Richardson,109,6,2,3,t3pt,300,361,60,T20,1,1,0,1
James Richardson,109,7,3,1,t1pt,240,240,20,20,0,1,0,0
James Richardson,109,8,3,2,t2pt,220,240,60,T20,1,1,1,0
James Richardson,110,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,110,2,1,2,t2pt,441,501,60,T20,1,0,1,0
James Richardson,110,3,1,3,t3pt,381,501,57,T19,1,0,0,1
James Richardson,110,4,2,1,t1pt,324,324,20,20,0,0,0,0
James Richardson,110,5,2,2,t2pt,304,324,19,19,0,0,1,0
James Richardson,110,6,2,3,t3pt,285,324,19,19,0,0,0,1
James Richardson,110,7,3,1,t1pt,266,266,60,T20,1,0,0,0
James Richardson,110,8,3,2,t2pt,206,266,20,20,0,0,1,0
James Richardson,110,9,3,3,t3pt,186,266,19,19,0,0,0,1
James Richardson,111,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,111,2,1,2,t2pt,481,501,57,T19,1,1,1,0
James Richardson,111,3,1,3,t3pt,424,501,57,T19,1,1,0,1
James Richardson,111,4,2,1,t1pt,367,367,20,20,0,1,0,0
James Richardson,111,5,2,2,t2pt,347,367,57,T19,1,1,1,0
James Richardson,111,6,2,3,t3pt,290,367,19,19,0,1,0,1
James Richardson,111,7,3,1,t1pt,271,271,60,T20,1,1,0,0
James Richardson,111,8,3,2,t2pt,211,271,60,T20,1,1,1,0
James Richardson,112,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,112,2,1,2,t2pt,481,501,3,3,0,1,1,0
James Richardson,112,3,1,3,t3pt,478,501,19,19,0,1,0,1
James Richardson,112,4,2,1,t1pt,459,459,20,20,0,1,0,0
James Richardson,112,5,2,2,t2pt,439,459,20,20,0,1,1,0
James Richardson,112,6,2,3,t3pt,419,459,20,20,0,1,0,1
James Richardson,112,7,3,1,t1pt,399,399,20,20,0,1,0,0
James Richardson,112,8,3,2,t2pt,379,399,20,20,0,1,1,0
James Richardson,112,9,3,3,t3pt,359,399,60,T20,1,1,0,1
James Richardson,112,10,4,1,t1pt,299,299,20,20,0,1,0,0
James Richardson,112,11,4,2,t2pt,279,299,60,T20,1,1,1,0
James Richardson,112,12,4,3,t3pt,219,299,5,5,0,1,0,1
James Richardson,112,13,5,1,t1pt,214,214,20,20,0,1,0,0
James Richardson,112,14,5,2,t2pt,194,214,60,T20,1,1,1,0
James Richardson,113,1,1,1,t1pt,501,501,3,T1,0,0,0,0
James Richardson,113,2,1,2,t2pt,498,501,60,T20,1,0,1,0
James Richardson,113,3,1,3,t3pt,438,501,5,5,0,0,0,1
James Richardson,113,4,2,1,t1pt,433,433,1,1,0,0,0,0
James Richardson,113,5,2,2,t2pt,432,433,20,20,0,0,1,0
James Richardson,113,6,2,3,t3pt,412,433,60,T20,1,0,0,1
James Richardson,113,7,3,1,t1pt,352,352,20,20,0,0,0,0
James Richardson,113,8,3,2,t2pt,332,352,57,T19,1,0,1,0
James Richardson,113,9,3,3,t3pt,275,352,57,T19,1,0,0,1
James Richardson,113,10,4,1,t1pt,218,218,20,20,0,0,0,0
James Richardson,113,11,4,2,t2pt,198,218,19,19,0,0,1,0
James Richardson,114,1,1,1,t1pt,501,501,15,T5,0,1,0,0
James Richardson,114,2,1,2,t2pt,486,501,20,20,0,1,1,0
James Richardson,114,3,1,3,t3pt,466,501,15,T5,0,1,0,1
James Richardson,114,4,2,1,t1pt,451,451,20,20,0,1,0,0
James Richardson,114,5,2,2,t2pt,431,451,60,T20,1,1,1,0
James Richardson,114,6,2,3,t3pt,371,451,5,5,0,1,0,1
James Richardson,114,7,3,1,t1pt,366,366,20,20,0,1,0,0
James Richardson,114,8,3,2,t2pt,346,366,60,T20,1,1,1,0
James Richardson,114,9,3,3,t3pt,286,366,20,20,0,1,0,1
James Richardson,114,10,4,1,t1pt,266,266,57,T19,1,1,0,0
James Richardson,114,11,4,2,t2pt,209,266,57,T19,1,1,1,0
James Richardson,115,1,1,1,t1pt,501,501,15,T5,0,0,0,0
James Richardson,115,2,1,2,t2pt,486,501,60,T20,1,0,1,0
James Richardson,115,3,1,3,t3pt,426,501,20,20,0,0,0,1
James Richardson,115,4,2,1,t1pt,406,406,1,1,0,0,0,0
James Richardson,115,5,2,2,t2pt,405,406,1,1,0,0,1,0
James Richardson,115,6,2,3,t3pt,404,406,60,T20,1,0,0,1
James Richardson,115,7,3,1,t1pt,344,344,20,20,0,0,0,0
James Richardson,115,8,3,2,t2pt,324,344,20,20,0,0,1,0
James Richardson,115,9,3,3,t3pt,304,344,18,18,0,0,0,1
James Richardson,115,10,4,1,t1pt,286,286,60,T20,1,0,0,0
James Richardson,115,11,4,2,t2pt,226,286,20,20,0,0,1,0
James Richardson,115,12,4,3,t3pt,206,286,19,19,0,0,0,1
James Richardson,115,13,5,1,t1pt,187,187,60,T20,1,0,0,0
James Richardson,116,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,116,2,1,2,t2pt,481,501,20,20,0,1,1,0
James Richardson,116,3,1,3,t3pt,461,501,20,20,0,1,0,1
James Richardson,116,4,2,1,t1pt,441,441,20,20,0,1,0,0
James Richardson,116,5,2,2,t2pt,421,441,19,19,0,1,1,0
James Richardson,116,6,2,3,t3pt,402,441,19,19,0,1,0,1
James Richardson,116,7,3,1,t1pt,383,383,20,20,0,1,0,0
James Richardson,116,8,3,2,t2pt,363,383,20,20,0,1,1,0
James Richardson,116,9,3,3,t3pt,343,383,20,20,0,1,0,1
James Richardson,116,10,4,1,t1pt,323,323,60,T20,1,1,0,0
James Richardson,116,11,4,2,t2pt,263,323,60,T20,1,1,1,0
James Richardson,116,12,4,3,t3pt,203,323,60,T20,1,1,0,1
James Richardson,117,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,117,2,1,2,t2pt,481,501,60,T20,1,0,1,0
James Richardson,117,3,1,3,t3pt,421,501,1,1,0,0,0,1
James Richardson,117,4,2,1,t1pt,420,420,20,20,0,0,0,0
James Richardson,117,5,2,2,t2pt,400,420,20,20,0,0,1,0
James Richardson,117,6,2,3,t3pt,380,420,60,T20,1,0,0,1
James Richardson,117,7,3,1,t1pt,320,320,20,20,0,0,0,0
James Richardson,117,8,3,2,t2pt,300,320,19,19,0,0,1,0
James Richardson,117,9,3,3,t3pt,281,320,0,Bounce out,0,0,0,1
James Richardson,117,10,4,1,t1pt,281,281,60,T20,1,0,0,0
James Richardson,117,11,4,2,t2pt,221,281,60,T20,1,0,1,0
James Richardson,118,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,118,2,1,2,t2pt,441,501,20,20,0,1,1,0
James Richardson,118,3,1,3,t3pt,421,501,17,17,0,1,0,1
James Richardson,118,4,2,1,t1pt,404,404,20,20,0,1,0,0
James Richardson,118,5,2,2,t2pt,384,404,20,20,0,1,1,0
James Richardson,118,6,2,3,t3pt,364,404,5,5,0,1,0,1
James Richardson,118,7,3,1,t1pt,359,359,3,T1,0,1,0,0
James Richardson,118,8,3,2,t2pt,356,359,60,T20,1,1,1,0
James Richardson,118,9,3,3,t3pt,296,359,60,T20,1,1,0,1
James Richardson,118,10,4,1,t1pt,236,236,3,T1,0,1,0,0
James Richardson,118,11,4,2,t2pt,233,236,20,20,0,1,1,0
James Richardson,118,12,4,3,t3pt,213,236,19,19,0,1,0,1
James Richardson,118,13,5,1,t1pt,194,194,1,1,0,1,0,0
James Richardson,118,14,5,2,t2pt,193,194,20,20,0,1,1,0
James Richardson,119,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,119,2,1,2,t2pt,441,501,60,T20,1,0,1,0
James Richardson,119,3,1,3,t3pt,381,501,20,20,0,0,0,1
James Richardson,119,4,2,1,t1pt,361,361,20,20,0,0,0,0
James Richardson,119,5,2,2,t2pt,341,361,60,T20,1,0,1,0
James Richardson,119,6,2,3,t3pt,281,361,60,T20,1,0,0,1
James Richardson,119,7,3,1,t1pt,221,221,15,T5,0,0,0,0
James Richardson,119,8,3,2,t2pt,206,221,20,20,0,0,1,0
James Richardson,119,9,3,3,t3pt,186,221,50,Bullseye,1,0,0,1
James Richardson,120,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,120,2,1,2,t2pt,441,501,20,20,0,1,1,0
James Richardson,120,3,1,3,t3pt,421,501,60,T20,1,1,0,1
James Richardson,120,4,2,1,t1pt,361,361,5,5,0,1,0,0
James Richardson,120,5,2,2,t2pt,356,361,60,T20,1,1,1,0
James Richardson,120,6,2,3,t3pt,296,361,20,20,0,1,0,1
James Richardson,120,7,3,1,t1pt,276,276,20,20,0,1,0,0
James Richardson,120,8,3,2,t2pt,256,276,60,T20,1,1,1,0
James Richardson,120,9,3,3,t3pt,196,276,20,20,0,1,0,1
James Richardson,121,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,121,2,1,2,t2pt,441,501,20,20,0,1,1,0
James Richardson,121,3,1,3,t3pt,421,501,20,20,0,1,0,1
James Richardson,121,4,2,1,t1pt,401,401,60,T20,1,1,0,0
James Richardson,121,5,2,2,t2pt,341,401,60,T20,1,1,1,0
James Richardson,121,6,2,3,t3pt,281,401,60,T20,1,1,0,1
James Richardson,121,7,3,1,t1pt,221,221,20,20,0,1,0,0
James Richardson,121,8,3,2,t2pt,201,221,20,20,0,1,1,0
James Richardson,121,9,3,3,t3pt,181,221,20,20,0,1,0,1
James Richardson,122,1,1,1,t1pt,501,501,1,1,0,0,0,0
James Richardson,122,2,1,2,t2pt,500,501,5,5,0,0,1,0
James Richardson,122,3,1,3,t3pt,495,501,20,20,0,0,0,1
James Richardson,122,4,2,1,t1pt,475,475,1,1,0,0,0,0
James Richardson,122,5,2,2,t2pt,474,475,57,T19,1,0,1,0
James Richardson,122,6,2,3,t3pt,417,475,57,T19,1,0,0,1
James Richardson,122,7,3,1,t1pt,360,360,20,20,0,0,0,0
James Richardson,122,8,3,2,t2pt,340,360,5,5,0,0,1,0
James Richardson,122,9,3,3,t3pt,335,360,20,20,0,0,0,1
James Richardson,122,10,4,1,t1pt,315,315,20,20,0,0,0,0
James Richardson,122,11,4,2,t2pt,295,315,57,T19,1,0,1,0
James Richardson,122,12,4,3,t3pt,238,315,57,T19,1,0,0,1
James Richardson,122,13,5,1,t1pt,181,181,1,1,0,0,0,0
James Richardson,122,14,5,2,t2pt,180,181,20,20,0,0,1,0
James Richardson,123,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,123,2,1,2,t2pt,441,501,60,T20,1,0,1,0
James Richardson,123,3,1,3,t3pt,381,501,20,20,0,0,0,1
James Richardson,123,4,2,1,t1pt,361,361,20,20,0,0,0,0
James Richardson,123,5,2,2,t2pt,341,361,20,20,0,0,1,0
James Richardson,123,6,2,3,t3pt,321,361,60,T20,1,0,0,1
James Richardson,123,7,3,1,t1pt,261,261,20,20,0,0,0,0
James Richardson,123,8,3,2,t2pt,241,261,20,20,0,0,1,0
James Richardson,123,9,3,3,t3pt,221,261,60,T20,1,0,0,1
James Richardson,124,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,124,2,1,2,t2pt,481,501,20,20,0,1,1,0
James Richardson,124,3,1,3,t3pt,461,501,20,20,0,1,0,1
James Richardson,124,4,2,1,t1pt,441,441,20,20,0,1,0,0
James Richardson,124,5,2,2,t2pt,421,441,20,20,0,1,1,0
James Richardson,124,6,2,3,t3pt,401,441,20,20,0,1,0,1
James Richardson,124,7,3,1,t1pt,381,381,60,T20,1,1,0,0
James Richardson,124,8,3,2,t2pt,321,381,15,T5,0,1,1,0
James Richardson,124,9,3,3,t3pt,306,381,20,20,0,1,0,1
James Richardson,124,10,4,1,t1pt,286,286,60,T20,1,1,0,0
James Richardson,124,11,4,2,t2pt,226,286,60,T20,1,1,1,0
James Richardson,125,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,125,2,1,2,t2pt,481,501,20,20,0,1,1,0
James Richardson,125,3,1,3,t3pt,461,501,20,20,0,1,0,1
James Richardson,125,4,2,1,t1pt,441,441,20,20,0,1,0,0
James Richardson,125,5,2,2,t2pt,421,441,20,20,0,1,1,0
James Richardson,125,6,2,3,t3pt,401,441,20,20,0,1,0,1
James Richardson,125,7,3,1,t1pt,381,381,20,20,0,1,0,0
James Richardson,125,8,3,2,t2pt,361,381,20,20,0,1,1,0
James Richardson,125,9,3,3,t3pt,341,381,15,T5,0,1,0,1
James Richardson,125,10,4,1,t1pt,326,326,20,20,0,1,0,0
James Richardson,125,11,4,2,t2pt,306,326,60,T20,1,1,1,0
James Richardson,125,12,4,3,t3pt,246,326,60,T20,1,1,0,1
James Richardson,125,13,5,1,t1pt,186,186,60,T20,1,1,0,0
James Richardson,126,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,126,2,1,2,t2pt,481,501,20,20,0,1,1,0
James Richardson,126,3,1,3,t3pt,461,501,20,20,0,1,0,1
James Richardson,126,4,2,1,t1pt,441,441,20,20,0,1,0,0
James Richardson,126,5,2,2,t2pt,421,441,20,20,0,1,1,0
James Richardson,126,6,2,3,t3pt,401,441,20,20,0,1,0,1
James Richardson,126,7,3,1,t1pt,381,381,20,20,0,1,0,0
James Richardson,126,8,3,2,t2pt,361,381,60,T20,1,1,1,0
James Richardson,126,9,3,3,t3pt,301,381,5,5,0,1,0,1
James Richardson,127,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,127,2,1,2,t2pt,481,501,20,20,0,0,1,0
James Richardson,127,3,1,3,t3pt,461,501,3,T1,0,0,0,1
James Richardson,127,4,2,1,t1pt,458,458,20,20,0,0,0,0
James Richardson,127,5,2,2,t2pt,438,458,21,T7,0,0,1,0
James Richardson,127,6,2,3,t3pt,417,458,57,T19,1,0,0,1
James Richardson,127,7,3,1,t1pt,360,360,20,20,0,0,0,0
James Richardson,127,8,3,2,t2pt,340,360,20,20,0,0,1,0
James Richardson,127,9,3,3,t3pt,320,360,20,20,0,0,0,1
James Richardson,127,10,4,1,t1pt,300,300,5,5,0,0,0,0
James Richardson,127,11,4,2,t2pt,295,300,20,20,0,0,1,0
James Richardson,127,12,4,3,t3pt,275,300,19,19,0,0,0,1
James Richardson,127,13,5,1,t1pt,256,256,1,1,0,0,0,0
James Richardson,127,14,5,2,t2pt,255,256,20,20,0,0,1,0
James Richardson,127,15,5,3,t3pt,235,256,20,20,0,0,0,1
James Richardson,128,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,128,2,1,2,t2pt,481,501,60,T20,1,0,1,0
James Richardson,128,3,1,3,t3pt,421,501,20,20,0,0,0,1
James Richardson,128,4,2,1,t1pt,401,401,60,T20,1,0,0,0
James Richardson,128,5,2,2,t2pt,341,401,60,T20,1,0,1,0
James Richardson,128,6,2,3,t3pt,281,401,20,20,0,0,0,1
James Richardson,128,7,3,1,t1pt,261,261,20,20,0,0,0,0
James Richardson,128,8,3,2,t2pt,241,261,20,20,0,0,1,0
James Richardson,128,9,3,3,t3pt,221,261,17,17,0,0,0,1
James Richardson,128,10,4,1,t1pt,204,204,60,T20,1,0,0,0
James Richardson,129,1,1,1,t1pt,501,501,1,1,0,1,0,0
James Richardson,129,2,1,2,t2pt,500,501,60,T20,1,1,1,0
James Richardson,129,3,1,3,t3pt,440,501,20,20,0,1,0,1
James Richardson,129,4,2,1,t1pt,420,420,20,20,0,1,0,0
James Richardson,129,5,2,2,t2pt,400,420,20,20,0,1,1,0
James Richardson,129,6,2,3,t3pt,380,420,60,T20,1,1,0,1
James Richardson,129,7,3,1,t1pt,320,320,60,T20,1,1,0,0
James Richardson,129,8,3,2,t2pt,260,320,60,T20,1,1,1,0
James Richardson,129,9,3,3,t3pt,200,320,20,20,0,1,0,1
James Richardson,129,10,4,1,t1pt,180,180,60,T20,1,1,0,0
James Richardson,130,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,130,2,1,2,t2pt,441,501,60,T20,1,1,1,0
James Richardson,130,3,1,3,t3pt,381,501,20,20,0,1,0,1
James Richardson,130,4,2,1,t1pt,361,361,60,T20,1,1,0,0
James Richardson,130,5,2,2,t2pt,301,361,60,T20,1,1,1,0
James Richardson,130,6,2,3,t3pt,241,361,60,T20,1,1,0,1
James Richardson,130,7,3,1,t1pt,181,181,20,20,0,1,0,0
James Richardson,131,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,131,2,1,2,t2pt,481,501,60,T20,1,0,1,0
James Richardson,131,3,1,3,t3pt,421,501,60,T20,1,0,0,1
James Richardson,131,4,2,1,t1pt,361,361,20,20,0,0,0,0
James Richardson,131,5,2,2,t2pt,341,361,20,20,0,0,1,0
James Richardson,131,6,2,3,t3pt,321,361,51,T17,1,0,0,1
James Richardson,131,7,3,1,t1pt,270,270,60,T20,1,0,0,0
James Richardson,131,8,3,2,t2pt,210,270,20,20,0,0,1,0
James Richardson,131,9,3,3,t3pt,190,270,60,T20,1,0,0,1
James Richardson,132,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,132,2,1,2,t2pt,441,501,1,1,0,1,1,0
James Richardson,132,3,1,3,t3pt,440,501,3,T1,0,1,0,1
James Richardson,132,4,2,1,t1pt,437,437,60,T20,1,1,0,0
James Richardson,132,5,2,2,t2pt,377,437,20,20,0,1,1,0
James Richardson,132,6,2,3,t3pt,357,437,20,20,0,1,0,1
James Richardson,132,7,3,1,t1pt,337,337,20,20,0,1,0,0
James Richardson,132,8,3,2,t2pt,317,337,20,20,0,1,1,0
James Richardson,132,9,3,3,t3pt,297,337,20,20,0,1,0,1
James Richardson,132,10,4,1,t1pt,277,277,60,T20,1,1,0,0
James Richardson,132,11,4,2,t2pt,217,277,60,T20,1,1,1,0
James Richardson,133,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,133,2,1,2,t2pt,441,501,20,20,0,0,1,0
James Richardson,133,3,1,3,t3pt,421,501,60,T20,1,0,0,1
James Richardson,133,4,2,1,t1pt,361,361,60,T20,1,0,0,0
James Richardson,133,5,2,2,t2pt,301,361,60,T20,1,0,1,0
James Richardson,133,6,2,3,t3pt,241,361,60,T20,1,0,0,1
James Richardson,133,7,3,1,t1pt,181,181,60,T20,1,0,0,0
James Richardson,134,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,134,2,1,2,t2pt,481,501,20,20,0,0,1,0
James Richardson,134,3,1,3,t3pt,461,501,60,T20,1,0,0,1
James Richardson,134,4,2,1,t1pt,401,401,60,T20,1,0,0,0
James Richardson,134,5,2,2,t2pt,341,401,60,T20,1,0,1,0
James Richardson,134,6,2,3,t3pt,281,401,60,T20,1,0,0,1
James Richardson,134,7,3,1,t1pt,221,221,3,T1,0,0,0,0
James Richardson,134,8,3,2,t2pt,218,221,20,20,0,0,1,0
James Richardson,134,9,3,3,t3pt,198,221,20,20,0,0,0,1
James Richardson,135,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,135,2,1,2,t2pt,481,501,20,20,0,1,1,0
James Richardson,135,3,1,3,t3pt,461,501,20,20,0,1,0,1
James Richardson,135,4,2,1,t1pt,441,441,20,20,0,1,0,0
James Richardson,135,5,2,2,t2pt,421,441,3,T1,0,1,1,0
James Richardson,135,6,2,3,t3pt,418,441,20,20,0,1,0,1
James Richardson,135,7,3,1,t1pt,398,398,60,T20,1,1,0,0
James Richardson,135,8,3,2,t2pt,338,398,60,T20,1,1,1,0
James Richardson,135,9,3,3,t3pt,278,398,20,20,0,1,0,1
James Richardson,135,10,4,1,t1pt,258,258,20,20,0,1,0,0
James Richardson,135,11,4,2,t2pt,238,258,3,3,0,1,1,0
James Richardson,135,12,4,3,t3pt,235,258,19,19,0,1,0,1
James Richardson,135,13,5,1,t1pt,216,216,60,T20,1,1,0,0
James Richardson,136,1,1,1,t1pt,501,501,1,1,0,0,0,0
James Richardson,136,2,1,2,t2pt,500,501,60,T20,1,0,1,0
James Richardson,136,3,1,3,t3pt,440,501,60,T20,1,0,0,1
James Richardson,136,4,2,1,t1pt,380,380,20,20,0,0,0,0
James Richardson,136,5,2,2,t2pt,360,380,20,20,0,0,1,0
James Richardson,136,6,2,3,t3pt,340,380,3,T1,0,0,0,1
James Richardson,136,7,3,1,t1pt,337,337,60,T20,1,0,0,0
James Richardson,136,8,3,2,t2pt,277,337,60,T20,1,0,1,0
James Richardson,136,9,3,3,t3pt,217,337,20,20,0,0,0,1
James Richardson,136,10,4,1,t1pt,197,197,60,T20,1,0,0,0
James Richardson,137,1,1,1,t1pt,501,501,5,5,0,1,0,0
James Richardson,137,2,1,2,t2pt,496,501,20,20,0,1,1,0
James Richardson,137,3,1,3,t3pt,476,501,57,T19,1,1,0,1
James Richardson,137,4,2,1,t1pt,419,419,20,20,0,1,0,0
James Richardson,137,5,2,2,t2pt,399,419,60,T20,1,1,1,0
James Richardson,137,6,2,3,t3pt,339,419,1,1,0,1,0,1
James Richardson,137,7,3,1,t1pt,338,338,20,20,0,1,0,0
James Richardson,137,8,3,2,t2pt,318,338,60,T20,1,1,1,0
James Richardson,137,9,3,3,t3pt,258,338,20,20,0,1,0,1
James Richardson,137,10,4,1,t1pt,238,238,20,20,0,1,0,0
James Richardson,137,11,4,2,t2pt,218,238,20,20,0,1,1,0
James Richardson,137,12,4,3,t3pt,198,238,60,T20,1,1,0,1
James Richardson,138,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,138,2,1,2,t2pt,481,501,20,20,0,0,1,0
James Richardson,138,3,1,3,t3pt,461,501,5,5,0,0,0,1
James Richardson,138,4,2,1,t1pt,456,456,20,20,0,0,0,0
James Richardson,138,5,2,2,t2pt,436,456,20,20,0,0,1,0
James Richardson,138,6,2,3,t3pt,416,456,20,20,0,0,0,1
James Richardson,138,7,3,1,t1pt,396,396,20,20,0,0,0,0
James Richardson,138,8,3,2,t2pt,376,396,60,T20,1,0,1,0
James Richardson,138,9,3,3,t3pt,316,396,20,20,0,0,0,1
James Richardson,138,10,4,1,t1pt,296,296,20,20,0,0,0,0
James Richardson,138,11,4,2,t2pt,276,296,60,T20,1,0,1,0
James Richardson,138,12,4,3,t3pt,216,296,60,T20,1,0,0,1
James Richardson,139,1,1,1,t1pt,501,501,20,20,0,1,0,0
James Richardson,139,2,1,2,t2pt,481,501,60,T20,1,1,1,0
James Richardson,139,3,1,3,t3pt,421,501,3,T1,0,1,0,1
James Richardson,139,4,2,1,t1pt,418,418,20,20,0,1,0,0
James Richardson,139,5,2,2,t2pt,398,418,20,20,0,1,1,0
James Richardson,139,6,2,3,t3pt,378,418,20,20,0,1,0,1
James Richardson,139,7,3,1,t1pt,358,358,60,T20,1,1,0,0
James Richardson,139,8,3,2,t2pt,298,358,60,T20,1,1,1,0
James Richardson,139,9,3,3,t3pt,238,358,60,T20,1,1,0,1
James Richardson,140,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,140,2,1,2,t2pt,441,501,20,20,0,0,1,0
James Richardson,140,3,1,3,t3pt,421,501,60,T20,1,0,0,1
James Richardson,140,4,2,1,t1pt,361,361,15,T5,0,0,0,0
James Richardson,140,5,2,2,t2pt,346,361,60,T20,1,0,1,0
James Richardson,140,6,2,3,t3pt,286,361,20,20,0,0,0,1
James Richardson,140,7,3,1,t1pt,266,266,57,T19,1,0,0,0
James Richardson,140,8,3,2,t2pt,209,266,57,T19,1,0,1,0
James Richardson,141,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,141,2,1,2,t2pt,481,501,60,T20,1,0,1,0
James Richardson,141,3,1,3,t3pt,421,501,20,20,0,0,0,1
James Richardson,141,4,2,1,t1pt,401,401,20,20,0,0,0,0
James Richardson,141,5,2,2,t2pt,381,401,60,T20,1,0,1,0
James Richardson,141,6,2,3,t3pt,321,401,20,20,0,0,0,1
James Richardson,141,7,3,1,t1pt,301,301,60,T20,1,0,0,0
James Richardson,141,8,3,2,t2pt,241,301,60,T20,1,0,1,0
James Richardson,141,9,3,3,t3pt,181,301,15,T5,0,0,0,1
James Richardson,142,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,142,2,1,2,t2pt,441,501,20,20,0,1,1,0
James Richardson,142,3,1,3,t3pt,421,501,20,20,0,1,0,1
James Richardson,142,4,2,1,t1pt,401,401,60,T20,1,1,0,0
James Richardson,142,5,2,2,t2pt,341,401,3,T1,0,1,1,0
James Richardson,142,6,2,3,t3pt,338,401,60,T20,1,1,0,1
James Richardson,142,7,3,1,t1pt,278,278,20,20,0,1,0,0
James Richardson,142,8,3,2,t2pt,258,278,57,T19,1,1,1,0
James Richardson,142,9,3,3,t3pt,201,278,57,T19,1,1,0,1
James Richardson,143,1,1,1,t1pt,501,501,60,T20,1,1,0,0
James Richardson,143,2,1,2,t2pt,441,501,60,T20,1,1,1,0
James Richardson,143,3,1,3,t3pt,381,501,60,T20,1,1,0,1
James Richardson,143,4,2,1,t1pt,321,321,5,5,0,1,0,0
James Richardson,143,5,2,2,t2pt,316,321,3,T1,0,1,1,0
James Richardson,143,6,2,3,t3pt,313,321,1,1,0,1,0,1
James Richardson,143,7,3,1,t1pt,312,312,20,20,0,1,0,0
James Richardson,143,8,3,2,t2pt,292,312,20,20,0,1,1,0
James Richardson,143,9,3,3,t3pt,272,312,20,20,0,1,0,1
James Richardson,143,10,4,1,t1pt,252,252,20,20,0,1,0,0
James Richardson,143,11,4,2,t2pt,232,252,20,20,0,1,1,0
James Richardson,143,12,4,3,t3pt,212,252,60,T20,1,1,0,1
James Richardson,144,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,144,2,1,2,t2pt,441,501,20,20,0,0,1,0
James Richardson,144,3,1,3,t3pt,421,501,20,20,0,0,0,1
James Richardson,144,4,2,1,t1pt,401,401,20,20,0,0,0,0
James Richardson,144,5,2,2,t2pt,381,401,20,20,0,0,1,0
James Richardson,144,6,2,3,t3pt,361,401,1,1,0,0,0,1
James Richardson,144,7,3,1,t1pt,360,360,60,T20,1,0,0,0
James Richardson,144,8,3,2,t2pt,300,360,60,T20,1,0,1,0
James Richardson,144,9,3,3,t3pt,240,360,20,20,0,0,0,1
James Richardson,144,10,4,1,t1pt,220,220,20,20,0,0,0,0
James Richardson,144,11,4,2,t2pt,200,220,5,5,0,0,1,0
James Richardson,144,12,4,3,t3pt,195,220,50,Bullseye,1,0,0,1
James Richardson,145,1,1,1,t1pt,501,501,60,T20,1,0,0,0
James Richardson,145,2,1,2,t2pt,441,501,20,20,0,0,1,0
James Richardson,145,3,1,3,t3pt,421,501,20,20,0,0,0,1
James Richardson,145,4,2,1,t1pt,401,401,20,20,0,0,0,0
James Richardson,145,5,2,2,t2pt,381,401,20,20,0,0,1,0
James Richardson,145,6,2,3,t3pt,361,401,20,20,0,0,0,1
James Richardson,145,7,3,1,t1pt,341,341,20,20,0,0,0,0
James Richardson,145,8,3,2,t2pt,321,341,60,T20,1,0,1,0
James Richardson,145,9,3,3,t3pt,261,341,20,20,0,0,0,1
James Richardson,145,10,4,1,t1pt,241,241,20,20,0,0,0,0
James Richardson,145,11,4,2,t2pt,221,241,20,20,0,0,1,0
James Richardson,145,12,4,3,t3pt,201,241,20,20,0,0,0,1
James Richardson,145,13,5,1,t1pt,181,181,15,T5,0,0,0,0
James Richardson,146,1,1,1,t1pt,501,501,20,20,0,0,0,0
James Richardson,146,2,1,2,t2pt,481,501,60,T20,1,0,1,0
