name,TSID,throw_in_leg,turn_in_leg,dart_in_turn,ind,pbt,points_before_turn,points,segment_hit,triple,wonprevious,is_throw2,is_throw3
Michael Smith,227,10,4,1,t1pt,210,210,5,5,0,1,0,0
Michael Smith,227,11,4,2,t2pt,205,210,20,20,0,1,1,0
Michael Smith,227,12,4,3,t3pt,185,210,45,T15,1,1,0,1
Michael Smith,228,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,228,2,1,2,t2pt,481,501,3,3,0,0,1,0
Michael Smith,228,3,1,3,t3pt,478,501,18,18,0,0,0,1
Michael Smith,228,4,2,1,t1pt,460,460,60,T20,1,0,0,0
Michael Smith,228,5,2,2,t2pt,400,460,60,T20,1,0,1,0
Michael Smith,228,6,2,3,t3pt,340,460,0,Bounce out,0,0,0,1
Michael Smith,228,7,3,1,t1pt,340,340,20,20,0,0,0,0
Michael Smith,228,8,3,2,t2pt,320,340,20,20,0,0,1,0
Michael Smith,228,9,3,3,t3pt,300,340,54,T18,1,0,0,1
Michael Smith,228,10,4,1,t1pt,246,246,60,T20,1,0,0,0
Michael Smith,228,11,4,2,t2pt,186,246,60,T20,1,0,1,0
Michael Smith,229,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,229,2,1,2,t2pt,481,501,20,20,0,0,1,0
Michael Smith,229,3,1,3,t3pt,461,501,57,T19,1,0,0,1
Michael Smith,229,4,2,1,t1pt,404,404,20,20,0,0,0,0
Michael Smith,229,5,2,2,t2pt,384,404,20,20,0,0,1,0
Michael Smith,229,6,2,3,t3pt,364,404,5,5,0,0,0,1
Michael Smith,229,7,3,1,t1pt,359,359,60,T20,1,0,0,0
Michael Smith,229,8,3,2,t2pt,299,359,20,20,0,0,1,0
Michael Smith,229,9,3,3,t3pt,279,359,57,T19,1,0,0,1
Michael Smith,229,10,4,1,t1pt,222,222,20,20,0,0,0,0
Michael Smith,229,11,4,2,t2pt,202,222,19,19,0,0,1,0
Michael Smith,229,12,4,3,t3pt,183,222,21,T7,0,0,0,1
Michael Smith,230,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,230,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Michael Smith,230,3,1,3,t3pt,381,501,60,T20,1,1,0,1
Michael Smith,230,4,2,1,t1pt,321,321,20,20,0,1,0,0
Michael Smith,230,5,2,2,t2pt,301,321,19,19,0,1,1,0
Michael Smith,230,6,2,3,t3pt,282,321,18,18,0,1,0,1
Michael Smith,230,7,3,1,t1pt,264,264,20,20,0,1,0,0
Michael Smith,230,8,3,2,t2pt,244,264,20,20,0,1,1,0
Michael Smith,230,9,3,3,t3pt,224,264,20,20,0,1,0,1
Michael Smith,230,10,4,1,t1pt,204,204,20,20,0,1,0,0
Michael Smith,230,11,4,2,t2pt,184,204,20,20,0,1,1,0
Michael Smith,231,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,231,2,1,2,t2pt,481,501,20,20,0,1,1,0
Michael Smith,231,3,1,3,t3pt,461,501,17,17,0,1,0,1
Michael Smith,231,4,2,1,t1pt,444,444,20,20,0,1,0,0
Michael Smith,231,5,2,2,t2pt,424,444,19,19,0,1,1,0
Michael Smith,231,6,2,3,t3pt,405,444,12,T4,0,1,0,1
Michael Smith,231,7,3,1,t1pt,393,393,20,20,0,1,0,0
Michael Smith,231,8,3,2,t2pt,373,393,60,T20,1,1,1,0
Michael Smith,231,9,3,3,t3pt,313,393,60,T20,1,1,0,1
Michael Smith,231,10,4,1,t1pt,253,253,5,5,0,1,0,0
Michael Smith,231,11,4,2,t2pt,248,253,19,19,0,1,1,0
Michael Smith,231,12,4,3,t3pt,229,253,57,T19,1,1,0,1
Michael Smith,232,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,232,2,1,2,t2pt,481,501,19,19,0,0,1,0
Michael Smith,232,3,1,3,t3pt,462,501,19,19,0,0,0,1
Michael Smith,232,4,2,1,t1pt,443,443,5,5,0,0,0,0
Michael Smith,232,5,2,2,t2pt,438,443,5,5,0,0,1,0
Michael Smith,232,6,2,3,t3pt,433,443,3,3,0,0,0,1
Michael Smith,232,7,3,1,t1pt,430,430,5,5,0,0,0,0
Michael Smith,232,8,3,2,t2pt,425,430,57,T19,1,0,1,0
Michael Smith,232,9,3,3,t3pt,368,430,19,19,0,0,0,1
Michael Smith,232,10,4,1,t1pt,349,349,20,20,0,0,0,0
Michael Smith,232,11,4,2,t2pt,329,349,20,20,0,0,1,0
Michael Smith,232,12,4,3,t3pt,309,349,57,T19,1,0,0,1
Michael Smith,232,13,5,1,t1pt,252,252,60,T20,1,0,0,0
Michael Smith,232,14,5,2,t2pt,192,252,60,T20,1,0,1,0
Michael Smith,233,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,233,2,1,2,t2pt,481,501,20,20,0,1,1,0
Michael Smith,233,3,1,3,t3pt,461,501,60,T20,1,1,0,1
Michael Smith,233,4,2,1,t1pt,401,401,60,T20,1,1,0,0
Michael Smith,233,5,2,2,t2pt,341,401,20,20,0,1,1,0
Michael Smith,233,6,2,3,t3pt,321,401,51,T17,1,1,0,1
Michael Smith,233,7,3,1,t1pt,270,270,20,20,0,1,0,0
Michael Smith,233,8,3,2,t2pt,250,270,20,20,0,1,1,0
Michael Smith,233,9,3,3,t3pt,230,270,20,20,0,1,0,1
Michael Smith,233,10,4,1,t1pt,210,210,60,T20,1,1,0,0
Michael Smith,234,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,234,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Michael Smith,234,3,1,3,t3pt,421,501,5,5,0,0,0,1
Michael Smith,234,4,2,1,t1pt,416,416,20,20,0,0,0,0
Michael Smith,234,5,2,2,t2pt,396,416,60,T20,1,0,1,0
Michael Smith,234,6,2,3,t3pt,336,416,20,20,0,0,0,1
Michael Smith,234,7,3,1,t1pt,316,316,20,20,0,0,0,0
Michael Smith,234,8,3,2,t2pt,296,316,57,T19,1,0,1,0
Michael Smith,234,9,3,3,t3pt,239,316,21,T7,0,0,0,1
Michael Smith,234,10,4,1,t1pt,218,218,5,5,0,0,0,0
Michael Smith,234,11,4,2,t2pt,213,218,20,20,0,0,1,0
Michael Smith,234,12,4,3,t3pt,193,218,19,19,0,0,0,1
Michael Smith,235,1,1,1,t1pt,501,501,5,5,0,1,0,0
Michael Smith,235,2,1,2,t2pt,496,501,20,20,0,1,1,0
Michael Smith,235,3,1,3,t3pt,476,501,20,20,0,1,0,1
Michael Smith,235,4,2,1,t1pt,456,456,15,T5,0,1,0,0
Michael Smith,235,5,2,2,t2pt,441,456,60,T20,1,1,1,0
Michael Smith,235,6,2,3,t3pt,381,456,20,20,0,1,0,1
Michael Smith,235,7,3,1,t1pt,361,361,20,20,0,1,0,0
Michael Smith,235,8,3,2,t2pt,341,361,60,T20,1,1,1,0
Michael Smith,235,9,3,3,t3pt,281,361,20,20,0,1,0,1
Michael Smith,235,10,4,1,t1pt,261,261,60,T20,1,1,0,0
Michael Smith,235,11,4,2,t2pt,201,261,60,T20,1,1,1,0
Michael Smith,236,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Michael Smith,236,2,1,2,t2pt,441,501,20,20,0,0,1,0
Michael Smith,236,3,1,3,t3pt,421,501,20,20,0,0,0,1
Michael Smith,236,4,2,1,t1pt,401,401,20,20,0,0,0,0
Michael Smith,236,5,2,2,t2pt,381,401,60,T20,1,0,1,0
Michael Smith,236,6,2,3,t3pt,321,401,20,20,0,0,0,1
Michael Smith,236,7,3,1,t1pt,301,301,60,T20,1,0,0,0
Michael Smith,236,8,3,2,t2pt,241,301,20,20,0,0,1,0
Michael Smith,236,9,3,3,t3pt,221,301,60,T20,1,0,0,1
Michael Smith,237,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,237,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Michael Smith,237,3,1,3,t3pt,421,501,20,20,0,0,0,1
Michael Smith,237,4,2,1,t1pt,401,401,60,T20,1,0,0,0
Michael Smith,237,5,2,2,t2pt,341,401,60,T20,1,0,1,0
Michael Smith,237,6,2,3,t3pt,281,401,20,20,0,0,0,1
Michael Smith,237,7,3,1,t1pt,261,261,20,20,0,0,0,0
Michael Smith,237,8,3,2,t2pt,241,261,5,5,0,0,1,0
Michael Smith,237,9,3,3,t3pt,236,261,60,T20,1,0,0,1
Michael Smith,238,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,238,2,1,2,t2pt,481,501,57,T19,1,0,1,0
Michael Smith,238,3,1,3,t3pt,424,501,57,T19,1,0,0,1
Michael Smith,238,4,2,1,t1pt,367,367,60,T20,1,0,0,0
Michael Smith,238,5,2,2,t2pt,307,367,20,20,0,0,1,0
Michael Smith,238,6,2,3,t3pt,287,367,20,20,0,0,0,1
Michael Smith,238,7,3,1,t1pt,267,267,20,20,0,0,0,0
Michael Smith,238,8,3,2,t2pt,247,267,5,5,0,0,1,0
Michael Smith,238,9,3,3,t3pt,242,267,20,20,0,0,0,1
Michael Smith,238,10,4,1,t1pt,222,222,20,20,0,0,0,0
Michael Smith,238,11,4,2,t2pt,202,222,19,19,0,0,1,0
Michael Smith,238,12,4,3,t3pt,183,222,7,7,0,0,0,1
Michael Smith,239,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,239,2,1,2,t2pt,481,501,19,19,0,0,1,0
Michael Smith,239,3,1,3,t3pt,462,501,18,18,0,0,0,1
Michael Smith,239,4,2,1,t1pt,444,444,20,20,0,0,0,0
Michael Smith,239,5,2,2,t2pt,424,444,20,20,0,0,1,0
Michael Smith,239,6,2,3,t3pt,404,444,20,20,0,0,0,1
Michael Smith,239,7,3,1,t1pt,384,384,20,20,0,0,0,0
Michael Smith,239,8,3,2,t2pt,364,384,60,T20,1,0,1,0
Michael Smith,239,9,3,3,t3pt,304,384,60,T20,1,0,0,1
Michael Smith,239,10,4,1,t1pt,244,244,20,20,0,0,0,0
Michael Smith,239,11,4,2,t2pt,224,244,20,20,0,0,1,0
Michael Smith,239,12,4,3,t3pt,204,244,18,18,0,0,0,1
Michael Smith,240,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,240,2,1,2,t2pt,481,501,19,19,0,0,1,0
Michael Smith,240,3,1,3,t3pt,462,501,4,4,0,0,0,1
Michael Smith,240,4,2,1,t1pt,458,458,20,20,0,0,0,0
Michael Smith,240,5,2,2,t2pt,438,458,19,19,0,0,1,0
Michael Smith,240,6,2,3,t3pt,419,458,57,T19,1,0,0,1
Michael Smith,240,7,3,1,t1pt,362,362,60,T20,1,0,0,0
Michael Smith,240,8,3,2,t2pt,302,362,60,T20,1,0,1,0
Michael Smith,240,9,3,3,t3pt,242,362,60,T20,1,0,0,1
Michael Smith,240,10,4,1,t1pt,182,182,20,20,0,0,0,0
Michael Smith,241,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Michael Smith,241,2,1,2,t2pt,441,501,20,20,0,0,1,0
Michael Smith,241,3,1,3,t3pt,421,501,60,T20,1,0,0,1
Michael Smith,241,4,2,1,t1pt,361,361,20,20,0,0,0,0
Michael Smith,241,5,2,2,t2pt,341,361,57,T19,1,0,1,0
Michael Smith,241,6,2,3,t3pt,284,361,57,T19,1,0,0,1
Michael Smith,241,7,3,1,t1pt,227,227,20,20,0,0,0,0
Michael Smith,241,8,3,2,t2pt,207,227,20,20,0,0,1,0
Michael Smith,241,9,3,3,t3pt,187,227,20,20,0,0,0,1
Michael Smith,242,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,242,2,1,2,t2pt,441,501,20,20,0,1,1,0
Michael Smith,242,3,1,3,t3pt,421,501,60,T20,1,1,0,1
Michael Smith,242,4,2,1,t1pt,361,361,60,T20,1,1,0,0
Michael Smith,242,5,2,2,t2pt,301,361,60,T20,1,1,1,0
Michael Smith,242,6,2,3,t3pt,241,361,20,20,0,1,0,1
Michael Smith,242,7,3,1,t1pt,221,221,60,T20,1,1,0,0
Michael Smith,243,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,243,2,1,2,t2pt,441,501,3,T1,0,1,1,0
Michael Smith,243,3,1,3,t3pt,438,501,20,20,0,1,0,1
Michael Smith,243,4,2,1,t1pt,418,418,20,20,0,1,0,0
Michael Smith,243,5,2,2,t2pt,398,418,20,20,0,1,1,0
Michael Smith,243,6,2,3,t3pt,378,418,60,T20,1,1,0,1
Michael Smith,243,7,3,1,t1pt,318,318,20,20,0,1,0,0
Michael Smith,243,8,3,2,t2pt,298,318,20,20,0,1,1,0
Michael Smith,243,9,3,3,t3pt,278,318,20,20,0,1,0,1
Michael Smith,243,10,4,1,t1pt,258,258,20,20,0,1,0,0
Michael Smith,243,11,4,2,t2pt,238,258,60,T20,1,1,1,0
Michael Smith,244,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,244,2,1,2,t2pt,481,501,57,T19,1,1,1,0
Michael Smith,244,3,1,3,t3pt,424,501,21,T7,0,1,0,1
Michael Smith,244,4,2,1,t1pt,403,403,60,T20,1,1,0,0
Michael Smith,244,5,2,2,t2pt,343,403,60,T20,1,1,1,0
Michael Smith,244,6,2,3,t3pt,283,403,60,T20,1,1,0,1
Michael Smith,244,7,3,1,t1pt,223,223,20,20,0,1,0,0
Michael Smith,244,8,3,2,t2pt,203,223,19,19,0,1,1,0
Michael Smith,244,9,3,3,t3pt,184,223,60,T20,1,1,0,1
Michael Smith,245,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,245,2,1,2,t2pt,481,501,57,T19,1,0,1,0
Michael Smith,245,3,1,3,t3pt,424,501,57,T19,1,0,0,1
Michael Smith,245,4,2,1,t1pt,367,367,20,20,0,0,0,0
Michael Smith,245,5,2,2,t2pt,347,367,20,20,0,0,1,0
Michael Smith,245,6,2,3,t3pt,327,367,20,20,0,0,0,1
Michael Smith,245,7,3,1,t1pt,307,307,20,20,0,0,0,0
Michael Smith,245,8,3,2,t2pt,287,307,57,T19,1,0,1,0
Michael Smith,245,9,3,3,t3pt,230,307,20,20,0,0,0,1
Michael Smith,245,10,4,1,t1pt,210,210,60,T20,1,0,0,0
Michael Smith,246,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,246,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Michael Smith,246,3,1,3,t3pt,381,501,60,T20,1,1,0,1
Michael Smith,246,4,2,1,t1pt,321,321,60,T20,1,1,0,0
Michael Smith,246,5,2,2,t2pt,261,321,20,20,0,1,1,0
Michael Smith,246,6,2,3,t3pt,241,321,21,T7,0,1,0,1
Michael Smith,246,7,3,1,t1pt,220,220,5,5,0,1,0,0
Michael Smith,246,8,3,2,t2pt,215,220,19,19,0,1,1,0
Michael Smith,246,9,3,3,t3pt,196,220,57,T19,1,1,0,1
Michael Smith,247,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,247,2,1,2,t2pt,481,501,20,20,0,1,1,0
Michael Smith,247,3,1,3,t3pt,461,501,20,20,0,1,0,1
Michael Smith,247,4,2,1,t1pt,441,441,20,20,0,1,0,0
Michael Smith,247,5,2,2,t2pt,421,441,20,20,0,1,1,0
Michael Smith,247,6,2,3,t3pt,401,441,17,17,0,1,0,1
Michael Smith,247,7,3,1,t1pt,384,384,60,T20,1,1,0,0
Michael Smith,247,8,3,2,t2pt,324,384,60,T20,1,1,1,0
Michael Smith,247,9,3,3,t3pt,264,384,20,20,0,1,0,1
Michael Smith,247,10,4,1,t1pt,244,244,20,20,0,1,0,0
Michael Smith,247,11,4,2,t2pt,224,244,20,20,0,1,1,0
Michael Smith,247,12,4,3,t3pt,204,244,60,T20,1,1,0,1
Michael Smith,248,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,248,2,1,2,t2pt,481,501,20,20,0,0,1,0
Michael Smith,248,3,1,3,t3pt,461,501,19,19,0,0,0,1
Michael Smith,248,4,2,1,t1pt,442,442,60,T20,1,0,0,0
Michael Smith,248,5,2,2,t2pt,382,442,60,T20,1,0,1,0
Michael Smith,248,6,2,3,t3pt,322,442,60,T20,1,0,0,1
Michael Smith,248,7,3,1,t1pt,262,262,20,20,0,0,0,0
Michael Smith,248,8,3,2,t2pt,242,262,18,18,0,0,1,0
Michael Smith,248,9,3,3,t3pt,224,262,60,T20,1,0,0,1
Michael Smith,249,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,249,2,1,2,t2pt,481,501,19,19,0,1,1,0
Michael Smith,249,3,1,3,t3pt,462,501,18,18,0,1,0,1
Michael Smith,249,4,2,1,t1pt,444,444,20,20,0,1,0,0
Michael Smith,249,5,2,2,t2pt,424,444,21,T7,0,1,1,0
Michael Smith,249,6,2,3,t3pt,403,444,7,7,0,1,0,1
Michael Smith,249,7,3,1,t1pt,396,396,60,T20,1,1,0,0
Michael Smith,249,8,3,2,t2pt,336,396,60,T20,1,1,1,0
Michael Smith,249,9,3,3,t3pt,276,396,60,T20,1,1,0,1
Michael Smith,249,10,4,1,t1pt,216,216,20,20,0,1,0,0
Michael Smith,249,11,4,2,t2pt,196,216,20,20,0,1,1,0
Michael Smith,250,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,250,2,1,2,t2pt,481,501,19,19,0,1,1,0
Michael Smith,250,3,1,3,t3pt,462,501,19,19,0,1,0,1
Michael Smith,250,4,2,1,t1pt,443,443,20,20,0,1,0,0
Michael Smith,250,5,2,2,t2pt,423,443,57,T19,1,1,1,0
Michael Smith,250,6,2,3,t3pt,366,443,57,T19,1,1,0,1
Michael Smith,250,7,3,1,t1pt,309,309,57,T19,1,1,0,0
Michael Smith,250,8,3,2,t2pt,252,309,19,19,0,1,1,0
Michael Smith,250,9,3,3,t3pt,233,309,5,5,0,1,0,1
Michael Smith,250,10,4,1,t1pt,228,228,20,20,0,1,0,0
Michael Smith,250,11,4,2,t2pt,208,228,20,20,0,1,1,0
Michael Smith,250,12,4,3,t3pt,188,228,18,18,0,1,0,1
Michael Smith,251,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,251,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Michael Smith,251,3,1,3,t3pt,381,501,15,T5,0,1,0,1
Michael Smith,251,4,2,1,t1pt,366,366,60,T20,1,1,0,0
Michael Smith,251,5,2,2,t2pt,306,366,20,20,0,1,1,0
Michael Smith,251,6,2,3,t3pt,286,366,5,5,0,1,0,1
Michael Smith,251,7,3,1,t1pt,281,281,20,20,0,1,0,0
Michael Smith,251,8,3,2,t2pt,261,281,57,T19,1,1,1,0
Michael Smith,251,9,3,3,t3pt,204,281,19,19,0,1,0,1
Michael Smith,251,10,4,1,t1pt,185,185,20,20,0,1,0,0
Michael Smith,252,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,252,2,1,2,t2pt,481,501,20,20,0,1,1,0
Michael Smith,252,3,1,3,t3pt,461,501,51,T17,1,1,0,1
Michael Smith,252,4,2,1,t1pt,410,410,20,20,0,1,0,0
Michael Smith,252,5,2,2,t2pt,390,410,57,T19,1,1,1,0
Michael Smith,252,6,2,3,t3pt,333,410,19,19,0,1,0,1
Michael Smith,252,7,3,1,t1pt,314,314,20,20,0,1,0,0
Michael Smith,252,8,3,2,t2pt,294,314,20,20,0,1,1,0
Michael Smith,252,9,3,3,t3pt,274,314,20,20,0,1,0,1
Michael Smith,252,10,4,1,t1pt,254,254,20,20,0,1,0,0
Michael Smith,252,11,4,2,t2pt,234,254,57,T19,1,1,1,0
Michael Smith,253,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,253,2,1,2,t2pt,481,501,20,20,0,0,1,0
Michael Smith,253,3,1,3,t3pt,461,501,20,20,0,0,0,1
Michael Smith,253,4,2,1,t1pt,441,441,20,20,0,0,0,0
Michael Smith,253,5,2,2,t2pt,421,441,19,19,0,0,1,0
Michael Smith,253,6,2,3,t3pt,402,441,7,7,0,0,0,1
Michael Smith,253,7,3,1,t1pt,395,395,20,20,0,0,0,0
Michael Smith,253,8,3,2,t2pt,375,395,20,20,0,0,1,0
Michael Smith,253,9,3,3,t3pt,355,395,60,T20,1,0,0,1
Michael Smith,253,10,4,1,t1pt,295,295,60,T20,1,0,0,0
Michael Smith,253,11,4,2,t2pt,235,295,60,T20,1,0,1,0
Michael Smith,254,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,254,2,1,2,t2pt,481,501,19,19,0,1,1,0
Michael Smith,254,3,1,3,t3pt,462,501,54,T18,1,1,0,1
Michael Smith,254,4,2,1,t1pt,408,408,60,T20,1,1,0,0
Michael Smith,254,5,2,2,t2pt,348,408,5,5,0,1,1,0
Michael Smith,254,6,2,3,t3pt,343,408,20,20,0,1,0,1
Michael Smith,254,7,3,1,t1pt,323,323,20,20,0,1,0,0
Michael Smith,254,8,3,2,t2pt,303,323,20,20,0,1,1,0
Michael Smith,254,9,3,3,t3pt,283,323,19,19,0,1,0,1
Michael Smith,254,10,4,1,t1pt,264,264,20,20,0,1,0,0
Michael Smith,254,11,4,2,t2pt,244,264,60,T20,1,1,1,0
Michael Smith,254,12,4,3,t3pt,184,264,60,T20,1,1,0,1
Michael Smith,255,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,255,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Michael Smith,255,3,1,3,t3pt,421,501,60,T20,1,0,0,1
Michael Smith,255,4,2,1,t1pt,361,361,20,20,0,0,0,0
Michael Smith,255,5,2,2,t2pt,341,361,20,20,0,0,1,0
Michael Smith,255,6,2,3,t3pt,321,361,20,20,0,0,0,1
Michael Smith,255,7,3,1,t1pt,301,301,20,20,0,0,0,0
Michael Smith,255,8,3,2,t2pt,281,301,20,20,0,0,1,0
Michael Smith,255,9,3,3,t3pt,261,301,51,T17,1,0,0,1
Michael Smith,255,10,4,1,t1pt,210,210,20,20,0,0,0,0
Michael Smith,255,11,4,2,t2pt,190,210,19,19,0,0,1,0
Michael Smith,256,1,1,1,t1pt,501,501,5,5,0,0,0,0
Michael Smith,256,2,1,2,t2pt,496,501,60,T20,1,0,1,0
Michael Smith,256,3,1,3,t3pt,436,501,60,T20,1,0,0,1
Michael Smith,256,4,2,1,t1pt,376,376,60,T20,1,0,0,0
Michael Smith,256,5,2,2,t2pt,316,376,60,T20,1,0,1,0
Michael Smith,256,6,2,3,t3pt,256,376,60,T20,1,0,0,1
Michael Smith,256,7,3,1,t1pt,196,196,20,20,0,0,0,0
Michael Smith,257,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,257,2,1,2,t2pt,481,501,57,T19,1,0,1,0
Michael Smith,257,3,1,3,t3pt,424,501,19,19,0,0,0,1
Michael Smith,257,4,2,1,t1pt,405,405,20,20,0,0,0,0
Michael Smith,257,5,2,2,t2pt,385,405,57,T19,1,0,1,0
Michael Smith,257,6,2,3,t3pt,328,405,19,19,0,0,0,1
Michael Smith,257,7,3,1,t1pt,309,309,21,T7,0,0,0,0
Michael Smith,257,8,3,2,t2pt,288,309,57,T19,1,0,1,0
Michael Smith,257,9,3,3,t3pt,231,309,21,T7,0,0,0,1
Michael Smith,257,10,4,1,t1pt,210,210,20,20,0,0,0,0
Michael Smith,257,11,4,2,t2pt,190,210,15,T5,0,0,1,0
Michael Smith,258,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,258,2,1,2,t2pt,481,501,20,20,0,0,1,0
Michael Smith,258,3,1,3,t3pt,461,501,20,20,0,0,0,1
Michael Smith,258,4,2,1,t1pt,441,441,60,T20,1,0,0,0
Michael Smith,258,5,2,2,t2pt,381,441,3,T1,0,0,1,0
Michael Smith,258,6,2,3,t3pt,378,441,60,T20,1,0,0,1
Michael Smith,258,7,3,1,t1pt,318,318,20,20,0,0,0,0
Michael Smith,258,8,3,2,t2pt,298,318,57,T19,1,0,1,0
Michael Smith,258,9,3,3,t3pt,241,318,19,19,0,0,0,1
Michael Smith,258,10,4,1,t1pt,222,222,60,T20,1,0,0,0
Michael Smith,259,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,259,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Michael Smith,259,3,1,3,t3pt,421,501,60,T20,1,0,0,1
Michael Smith,259,4,2,1,t1pt,361,361,20,20,0,0,0,0
Michael Smith,259,5,2,2,t2pt,341,361,20,20,0,0,1,0
Michael Smith,259,6,2,3,t3pt,321,361,51,T17,1,0,0,1
Michael Smith,259,7,3,1,t1pt,270,270,20,20,0,0,0,0
Michael Smith,259,8,3,2,t2pt,250,270,20,20,0,0,1,0
Michael Smith,259,9,3,3,t3pt,230,270,20,20,0,0,0,1
Michael Smith,259,10,4,1,t1pt,210,210,60,T20,1,0,0,0
Michael Smith,260,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,260,2,1,2,t2pt,481,501,19,19,0,1,1,0
Michael Smith,260,3,1,3,t3pt,462,501,18,18,0,1,0,1
Michael Smith,260,4,2,1,t1pt,444,444,60,T20,1,1,0,0
Michael Smith,260,5,2,2,t2pt,384,444,20,20,0,1,1,0
Michael Smith,260,6,2,3,t3pt,364,444,60,T20,1,1,0,1
Michael Smith,260,7,3,1,t1pt,304,304,60,T20,1,1,0,0
Michael Smith,260,8,3,2,t2pt,244,304,60,T20,1,1,1,0
Michael Smith,260,9,3,3,t3pt,184,304,20,20,0,1,0,1
Michael Smith,261,1,1,1,t1pt,501,501,20,20,0,0,0,0
Michael Smith,261,2,1,2,t2pt,481,501,20,20,0,0,1,0
Michael Smith,261,3,1,3,t3pt,461,501,20,20,0,0,0,1
Michael Smith,261,4,2,1,t1pt,441,441,60,T20,1,0,0,0
Michael Smith,261,5,2,2,t2pt,381,441,60,T20,1,0,1,0
Michael Smith,261,6,2,3,t3pt,321,441,60,T20,1,0,0,1
Michael Smith,261,7,3,1,t1pt,261,261,5,5,0,0,0,0
Michael Smith,261,8,3,2,t2pt,256,261,20,20,0,0,1,0
Michael Smith,261,9,3,3,t3pt,236,261,20,20,0,0,0,1
Michael Smith,261,10,4,1,t1pt,216,216,60,T20,1,0,0,0
Michael Smith,262,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Michael Smith,262,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Michael Smith,262,3,1,3,t3pt,381,501,20,20,0,1,0,1
Michael Smith,262,4,2,1,t1pt,361,361,20,20,0,1,0,0
Michael Smith,262,5,2,2,t2pt,341,361,60,T20,1,1,1,0
Michael Smith,262,6,2,3,t3pt,281,361,60,T20,1,1,0,1
Michael Smith,262,7,3,1,t1pt,221,221,20,20,0,1,0,0
Michael Smith,262,8,3,2,t2pt,201,221,19,19,0,1,1,0
Michael Smith,262,9,3,3,t3pt,182,221,54,T18,1,1,0,1
Michael Smith,263,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Michael Smith,263,2,1,2,t2pt,441,501,60,T20,1,0,1,0
Michael Smith,263,3,1,3,t3pt,381,501,60,T20,1,0,0,1
Michael Smith,263,4,2,1,t1pt,321,321,60,T20,1,0,0,0
Michael Smith,263,5,2,2,t2pt,261,321,20,20,0,0,1,0
Michael Smith,263,6,2,3,t3pt,241,321,17,17,0,0,0,1
Michael Smith,263,7,3,1,t1pt,224,224,60,T20,1,0,0,0
Michael Smith,264,1,1,1,t1pt,501,501,20,20,0,1,0,0
Michael Smith,264,2,1,2,t2pt,481,501,7,7,0,1,1,0
Michael Smith,264,3,1,3,t3pt,474,501,57,T19,1,1,0,1
Michael Smith,264,4,2,1,t1pt,417,417,20,20,0,1,0,0
Michael Smith,264,5,2,2,t2pt,397,417,20,20,0,1,1,0
Michael Smith,264,6,2,3,t3pt,377,417,20,20,0,1,0,1
Michael Smith,264,7,3,1,t1pt,357,357,20,20,0,1,0,0
